date,district,rainfall,wind_speed,temperature,humidity,soil_moisture,region,pop_density,slope,coastal,vulnerability_index,river_level,disaster_type,hazard_score,risk_level
20251026,Solapur,3.69,7.7,25.25,76.31,0.82,Pune Division,290,2,0,0.7,-1.27,Normal,0.0763,Low
20250714,Osmanabad,0.08,18.8,27.07,71.19,0.65,Marathwada,219,3,0,0.75,-1.67,Normal,0.0664,Low
20250713,Nandurbar,6.85,16.3,26.38,84.23,0.78,Nashik Division,277,10,0,0.72,-1.49,Normal,0.0788,Low
20250528,Pune,9.42,14.5,24.91,87.38,0.83,Pune Division,603,10,0,0.75,-1.32,Normal,0.0821,Low
20251018,Sindhudurg,1.71,8.2,26.66,79.81,0.86,Konkan,167,20,1,0.75,-1.37,Normal,0.078,Low
20250305,Wardha,0.0,12.5,25.94,13.39,0.18,Vidarbha,206,2,0,0.65,-1.53,Normal,0.0414,Low
20250405,Raigad,1.15,9.1,30.7,49.34,0.46,Konkan,368,12,1,0.75,-1.42,Normal,0.0625,Low
20250906,Kolhapur,1.06,11.6,22.79,90.16,0.9,Pune Division,504,12,0,0.75,-1.48,Normal,0.0745,Low
20250519,Ahmednagar,11.18,6.4,27.2,78.91,0.73,Nashik Division,266,4,0,0.68,-1.02,Normal,0.0817,Low
20250627,Thane,20.06,18.5,27.11,89.33,0.96,Konkan,1157,5,1,0.75,-1.39,Normal,0.1019,Low
20251024,Sindhudurg,28.81,11.2,26.09,91.23,0.9,Konkan,167,20,1,0.75,-0.35,Normal,0.1064,Low
20250418,Washim,0.0,7.4,34.84,20.31,0.18,Vidarbha,244,3,0,0.65,-1.13,Normal,0.0526,Low
20251011,Ratnagiri,0.18,9.9,27.69,78.65,0.82,Konkan,197,18,1,0.8,-1.48,Normal,0.0758,Low
20250628,Latur,0.01,18.6,26.84,70.73,0.7,Marathwada,343,2,0,0.75,-1.53,Normal,0.0686,Low
20250418,Raigad,0.0,7.8,30.39,61.33,0.24,Konkan,368,12,1,0.75,-1.38,Normal,0.05,Low
20250406,Buldhana,0.0,7.3,31.74,17.85,0.29,Vidarbha,268,3,0,0.68,-1.39,Normal,0.0542,Low
20250701,Sangli,7.93,20.2,23.8,90.95,0.9,Pune Division,329,5,0,0.65,-1.24,Normal,0.0827,Low
20250802,Gondia,1.63,7.0,26.94,85.62,0.93,Vidarbha,253,5,0,0.7,-1.5,Normal,0.0818,Low
20250819,Hingoli,12.49,12.2,24.68,89.09,0.9,Marathwada,244,3,0,0.68,-1.21,Normal,0.0883,Low
20250722,Nanded,6.45,11.6,27.67,80.12,0.76,Marathwada,319,3,0,0.72,-1.27,Normal,0.079,Low
20250924,Bhandara,20.09,7.6,26.49,88.56,0.95,Vidarbha,294,2,0,0.68,-1.26,Normal,0.1007,Low
20250809,Buldhana,12.87,6.1,24.54,86.28,0.82,Vidarbha,268,3,0,0.68,-1.45,Normal,0.0845,Low
20250709,Nagpur,26.92,14.8,25.29,89.98,0.95,Vidarbha,470,3,0,0.7,-0.61,Normal,0.106,Low
20250827,Akola,6.65,11.2,26.22,87.0,0.86,Vidarbha,320,2,0,0.65,-0.94,Normal,0.0824,Low
20250605,Satara,10.3,7.0,24.67,86.36,0.87,Pune Division,287,15,0,0.7,-1.29,Normal,0.0846,Low
20250403,Sindhudurg,1.48,6.1,29.7,67.23,0.37,Konkan,167,20,1,0.75,-1.47,Normal,0.0571,Low
20250315,Nashik,0.0,6.8,28.33,29.73,0.14,Nashik Division,393,8,0,0.7,-1.69,Normal,0.0424,Low
20250405,Gondia,0.0,6.4,31.64,23.01,0.21,Vidarbha,253,5,0,0.7,-1.6,Normal,0.0501,Low
20250803,Osmanabad,1.18,7.7,27.01,72.44,0.7,Marathwada,219,3,0,0.75,-1.44,Normal,0.0699,Low
20250623,Latur,0.18,22.5,27.3,70.44,0.66,Marathwada,343,2,0,0.75,-1.68,Normal,0.0673,Low
20250323,Ratnagiri,0.01,11.3,28.17,66.21,0.13,Konkan,197,18,1,0.8,-1.65,Normal,0.0417,Low
20250602,Nanded,0.22,14.2,28.82,67.14,0.66,Marathwada,319,3,0,0.72,-1.46,Normal,0.0692,Low
20250508,Thane,16.0,9.8,27.9,78.09,0.61,Konkan,1157,5,1,0.75,-1.07,Normal,0.0814,Low
20250511,Sangli,0.16,10.8,28.88,55.57,0.27,Pune Division,329,5,0,0.65,-0.85,Normal,0.0498,Low
20250718,Palghar,1.27,15.1,27.95,84.58,0.92,Konkan,362,8,1,0.7,-1.45,Normal,0.0822,Low
20251007,Gondia,2.94,4.3,25.52,85.5,0.94,Vidarbha,253,5,0,0.7,-1.22,Normal,0.0818,Low
20250905,Pune,19.42,14.5,23.14,91.6,0.95,Pune Division,603,10,0,0.75,-1.05,Normal,0.0958,Low
20250403,Gadchiroli,0.46,4.5,32.69,28.37,0.19,Vidarbha,74,8,0,0.85,-1.64,Normal,0.0508,Low
20250731,Nandurbar,0.74,15.8,26.54,80.84,0.76,Nashik Division,277,10,0,0.72,-1.8,Normal,0.0719,Low
20251029,Mumbai Suburban,8.72,6.8,26.18,89.67,0.9,Konkan,20980,3,1,0.8,-1.46,Normal,0.0864,Low
20250327,Nandurbar,0.0,10.9,29.62,38.18,0.12,Nashik Division,277,10,0,0.72,-1.39,Normal,0.043,Low
20250325,Pune,0.0,6.0,28.5,28.12,0.24,Pune Division,603,10,0,0.75,-1.16,Normal,0.0476,Low
20250718,Jalgaon,0.02,10.2,27.24,77.15,0.7,Nashik Division,360,3,0,0.65,-1.32,Normal,0.0691,Low
20251003,Sangli,0.57,8.5,23.47,88.53,0.88,Pune Division,329,5,0,0.65,-1.29,Normal,0.0739,Low
20251022,Ahmednagar,3.42,8.3,24.59,81.72,0.78,Nashik Division,266,4,0,0.68,-1.48,Normal,0.0732,Low
20250526,Akola,2.41,7.8,29.58,70.6,0.68,Vidarbha,320,2,0,0.65,-1.23,Normal,0.0734,Low
20250520,Latur,24.29,6.7,30.16,67.37,0.74,Marathwada,343,2,0,0.75,-1.09,Normal,0.099,Low
20250918,Hingoli,3.02,4.2,26.15,87.06,0.91,Marathwada,244,3,0,0.68,-1.27,Normal,0.0812,Low
20250805,Akola,0.22,5.9,27.4,78.34,0.76,Vidarbha,320,2,0,0.65,-1.66,Normal,0.0725,Low
20250422,Jalna,0.0,8.7,33.33,15.89,0.15,Marathwada,254,2,0,0.7,-1.33,Normal,0.0492,Low
20250509,Solapur,0.0,8.3,31.2,37.64,0.19,Pune Division,290,2,0,0.7,-1.45,Normal,0.0485,Low
20250522,Palghar,9.32,6.4,29.83,78.93,0.51,Konkan,362,8,1,0.7,-1.13,Normal,0.0721,Low
20250418,Mumbai City,0.0,7.7,31.07,58.49,0.18,Konkan,19652,2,1,0.85,-1.43,Normal,0.0478,Low
20250709,Hingoli,11.25,14.2,26.0,80.9,0.82,Marathwada,244,3,0,0.68,-1.53,Normal,0.0848,Low
20250429,Solapur,0.0,6.2,33.59,28.24,0.28,Pune Division,290,2,0,0.7,-1.51,Normal,0.056,Low
20250804,Gondia,1.11,4.1,27.87,82.43,0.92,Vidarbha,253,5,0,0.7,-1.47,Normal,0.0819,Low
20250520,Dhule,2.41,6.2,31.88,63.84,0.6,Nashik Division,285,4,0,0.62,-1.74,Normal,0.0723,Low
20250314,Palghar,0.07,12.2,28.41,72.55,0.35,Konkan,362,8,1,0.7,-1.62,Normal,0.0531,Low
20250711,Gadchiroli,0.45,7.4,26.56,84.9,0.9,Vidarbha,74,8,0,0.85,-1.59,Normal,0.0786,Low
20250929,Yavatmal,0.03,6.4,25.97,86.43,0.91,Vidarbha,204,4,0,0.72,-1.54,Normal,0.078,Low
20251001,Akola,0.15,5.0,25.51,80.19,0.89,Vidarbha,320,2,0,0.65,-1.6,Normal,0.0765,Low
20250317,Gadchiroli,0.0,5.0,31.91,24.34,0.13,Vidarbha,74,8,0,0.85,-1.15,Normal,0.0464,Low
20250405,Aurangabad,0.0,4.8,31.32,18.42,0.26,Marathwada,366,3,0,0.72,-1.45,Normal,0.0522,Low
20250614,Buldhana,4.66,5.2,30.09,69.19,0.67,Vidarbha,268,3,0,0.68,-1.35,Normal,0.0758,Low
20250326,Washim,0.0,3.8,31.12,12.93,0.14,Vidarbha,244,3,0,0.65,-1.69,Normal,0.0459,Low
20250915,Parbhani,12.85,7.1,25.59,92.01,0.94,Marathwada,295,2,0,0.7,-1.19,Normal,0.0918,Low
20250910,Satara,0.1,6.0,23.69,89.13,0.92,Pune Division,287,15,0,0.7,-1.45,Normal,0.0757,Low
20250729,Mumbai Suburban,14.29,19.8,25.77,90.45,0.97,Konkan,20980,3,1,0.8,-1.21,Normal,0.095,Low
20250606,Gondia,0.0,5.3,33.07,40.96,0.48,Vidarbha,253,5,0,0.7,-1.12,Normal,0.0653,Low
20251019,Mumbai City,0.11,7.8,27.04,77.34,0.87,Konkan,19652,2,1,0.85,-1.49,Normal,0.0774,Low
20250701,Nanded,17.82,16.1,25.79,84.02,0.81,Marathwada,319,3,0,0.72,-1.3,Normal,0.0906,Low
20250822,Nagpur,9.58,12.0,26.5,88.4,0.95,Vidarbha,470,3,0,0.7,-1.38,Normal,0.0902,Low
20250818,Nashik,36.21,17.4,23.74,95.44,0.96,Nashik Division,393,8,0,0.7,-0.62,Normal,0.1139,Low
20251027,Chandrapur,0.75,5.8,25.9,84.93,0.86,Vidarbha,193,3,0,0.75,-1.65,Normal,0.0761,Low
20250701,Wardha,7.11,16.7,26.52,84.05,0.76,Vidarbha,206,2,0,0.65,-0.95,Normal,0.0783,Low
20251013,Kolhapur,0.0,8.6,22.15,78.96,0.85,Pune Division,504,12,0,0.75,-1.7,Normal,0.0702,Low
20250313,Nanded,0.0,6.7,31.61,19.91,0.13,Marathwada,319,3,0,0.72,-0.92,Normal,0.046,Low
20250325,Osmanabad,0.0,7.8,30.06,23.27,0.22,Marathwada,219,3,0,0.75,-1.68,Normal,0.0486,Low
20250814,Nashik,4.48,8.2,23.9,90.31,0.91,Nashik Division,393,8,0,0.7,-1.43,Normal,0.0799,Low
20250630,Ratnagiri,12.65,25.1,28.27,83.9,0.82,Konkan,197,18,1,0.8,-1.69,Normal,0.089,Low
20250325,Bhandara,0.0,6.0,29.64,13.94,0.13,Vidarbha,294,2,0,0.68,-1.51,Normal,0.0436,Low
20251022,Solapur,0.77,10.3,25.21,81.1,0.8,Pune Division,290,2,0,0.7,-1.3,Normal,0.0723,Low
20250705,Gondia,11.47,16.7,25.88,89.32,0.88,Vidarbha,253,5,0,0.7,-1.17,Normal,0.0878,Low
20250717,Aurangabad,0.51,9.2,26.56,77.23,0.71,Marathwada,366,3,0,0.72,-1.34,Normal,0.0692,Low
20250502,Pune,0.0,11.1,30.31,39.84,0.16,Pune Division,603,10,0,0.75,-1.51,Normal,0.0459,Low
20250429,Ratnagiri,0.07,11.1,29.34,72.86,0.26,Konkan,197,18,1,0.8,-1.65,Normal,0.0497,Low
20250713,Parbhani,0.03,15.4,27.37,74.0,0.73,Marathwada,295,2,0,0.7,-1.53,Normal,0.0707,Low
20250324,Nagpur,0.0,7.1,28.86,14.63,0.14,Vidarbha,470,3,0,0.7,-1.8,Normal,0.0431,Low
20250501,Mumbai City,0.04,9.3,32.02,54.24,0.16,Konkan,19652,2,1,0.85,-1.54,Normal,0.0481,Low
20250505,Parbhani,0.07,10.8,33.78,27.07,0.15,Marathwada,295,2,0,0.7,-1.29,Normal,0.0498,Low
20250527,Jalgaon,26.4,12.8,29.72,71.9,0.73,Nashik Division,360,3,0,0.65,-1.05,Normal,0.1,Low
20250521,Nanded,14.66,6.4,30.76,67.01,0.7,Marathwada,319,3,0,0.72,-1.02,Normal,0.0881,Low
20250929,Parbhani,0.04,9.6,24.61,87.28,0.93,Marathwada,295,2,0,0.7,-1.37,Normal,0.0773,Low
20250807,Mumbai Suburban,4.13,6.6,26.54,88.8,0.93,Konkan,20980,3,1,0.8,-1.47,Normal,0.0838,Low
20250529,Mumbai Suburban,10.94,11.3,28.33,88.6,0.85,Konkan,20980,3,1,0.8,-1.06,Normal,0.0889,Low
20250425,Gondia,0.0,7.3,35.77,14.1,0.16,Vidarbha,253,5,0,0.7,-1.76,Normal,0.0527,Low
20250324,Aurangabad,0.0,7.1,29.1,15.63,0.13,Marathwada,366,3,0,0.72,-1.58,Normal,0.0429,Low
20250323,Pune,0.0,5.7,27.46,37.03,0.26,Pune Division,603,10,0,0.75,-1.71,Normal,0.0473,Low
20250326,Yavatmal,0.0,4.7,31.35,11.97,0.14,Vidarbha,204,4,0,0.72,-1.58,Normal,0.0462,Low
20250921,Bhandara,3.44,4.5,27.5,85.19,0.94,Vidarbha,294,2,0,0.68,-1.48,Normal,0.0848,Low
20250331,Aurangabad,0.0,5.5,32.54,18.82,0.12,Marathwada,366,3,0,0.72,-1.6,Normal,0.0467,Low
20250723,Bhandara,54.82,10.7,26.67,93.62,0.98,Vidarbha,294,2,0,0.68,-0.43,Normal,0.1372,Low
20251029,Raigad,11.9,8.4,26.1,91.27,0.93,Konkan,368,12,1,0.75,-1.06,Normal,0.091,Low
20250303,Mumbai Suburban,0.49,11.1,29.92,31.6,0.25,Konkan,20980,3,1,0.8,-1.63,Normal,0.0504,Low
20251009,Satara,6.2,5.7,23.16,90.64,0.91,Pune Division,287,15,0,0.7,-1.43,Normal,0.0807,Low
20250819,Washim,17.98,12.6,24.8,88.35,0.91,Vidarbha,244,3,0,0.65,-0.86,Normal,0.0945,Low
20250325,Chandrapur,0.0,5.1,30.5,12.99,0.19,Vidarbha,193,3,0,0.75,-1.24,Normal,0.0476,Low
20250925,Jalgaon,1.68,9.0,25.2,84.29,0.79,Nashik Division,360,3,0,0.65,-1.49,Normal,0.0727,Low
20250319,Washim,0.0,5.3,31.54,16.91,0.13,Vidarbha,244,3,0,0.65,-1.87,Normal,0.0459,Low
20250422,Pune,0.01,7.2,31.28,33.66,0.19,Pune Division,603,10,0,0.75,-1.53,Normal,0.0486,Low
20250324,Jalgaon,0.0,6.1,30.23,14.87,0.14,Nashik Division,360,3,0,0.65,-1.61,Normal,0.0448,Low
20250311,Akola,0.0,7.1,28.73,22.89,0.15,Vidarbha,320,2,0,0.65,-1.1,Normal,0.0434,Low
20250812,Nashik,3.75,10.2,23.64,89.05,0.91,Nashik Division,393,8,0,0.7,-1.44,Normal,0.0788,Low
20250827,Aurangabad,3.24,11.4,25.44,83.99,0.77,Marathwada,366,3,0,0.72,-1.52,Normal,0.0735,Low
20250512,Dhule,2.79,9.1,32.54,46.58,0.43,Nashik Division,285,4,0,0.62,-1.24,Normal,0.065,Low
20251010,Latur,0.0,6.8,21.52,78.93,0.92,Marathwada,343,2,0,0.75,-1.56,Normal,0.0729,Low
20250514,Gondia,3.1,5.7,34.97,36.86,0.41,Vidarbha,253,5,0,0.7,-1.23,Normal,0.0673,Low
20250702,Chandrapur,6.83,12.2,26.46,84.36,0.84,Vidarbha,193,3,0,0.75,-1.19,Normal,0.0819,Low
20250614,Washim,2.84,6.1,29.68,69.97,0.64,Vidarbha,244,3,0,0.65,-1.32,Normal,0.0719,Low
20251009,Thane,0.22,6.4,25.77,80.73,0.92,Konkan,1157,5,1,0.75,-1.59,Normal,0.0784,Low
20250827,Palghar,11.23,12.6,27.24,87.33,0.94,Konkan,362,8,1,0.7,-1.21,Normal,0.0923,Low
20250806,Raigad,3.28,7.3,26.26,88.76,0.94,Konkan,368,12,1,0.75,-1.29,Normal,0.0831,Low
20250603,Sangli,1.77,15.0,25.03,83.8,0.79,Pune Division,329,5,0,0.65,-0.96,Normal,0.0726,Low
20250609,Jalgaon,0.0,18.8,32.53,52.19,0.54,Nashik Division,360,3,0,0.65,-1.2,Normal,0.0677,Low
20250422,Thane,0.03,8.7,32.04,50.28,0.17,Konkan,1157,5,1,0.75,-1.39,Normal,0.0486,Low
20250309,Raigad,0.0,8.7,29.88,40.32,0.27,Konkan,368,12,1,0.75,-1.54,Normal,0.0509,Low
20250407,Beed,0.0,8.4,32.37,15.33,0.18,Marathwada,242,2,0,0.8,-1.5,Normal,0.0495,Low
20250929,Thane,40.49,18.0,24.78,92.72,0.99,Konkan,1157,5,1,0.75,-0.1,Normal,0.121,Low
20250519,Mumbai City,9.43,7.2,28.93,80.02,0.58,Konkan,19652,2,1,0.85,-1.51,Normal,0.0746,Low
20250719,Washim,0.29,7.2,26.59,75.63,0.75,Vidarbha,244,3,0,0.65,-1.57,Normal,0.071,Low
20250715,Mumbai Suburban,39.11,13.9,26.94,90.66,0.98,Konkan,20980,3,1,0.8,-0.86,Normal,0.1218,Low
20250417,Gadchiroli,0.0,8.9,33.76,38.42,0.19,Vidarbha,74,8,0,0.85,-1.47,Normal,0.0517,Low
20250804,Amravati,0.04,6.2,27.86,77.92,0.8,Vidarbha,237,4,0,0.68,-1.44,Normal,0.0749,Low
20251005,Amravati,7.82,7.5,24.64,87.79,0.9,Vidarbha,237,4,0,0.68,-1.49,Normal,0.0836,Low
20250923,Chandrapur,5.14,6.0,26.9,86.78,0.95,Vidarbha,193,3,0,0.75,-1.43,Normal,0.0863,Low
20250420,Mumbai City,0.0,8.6,31.14,53.89,0.17,Konkan,19652,2,1,0.85,-1.43,Normal,0.0474,Low
20250526,Washim,2.75,7.4,28.21,75.03,0.66,Vidarbha,244,3,0,0.65,-0.95,Normal,0.071,Low
20250909,Pune,0.12,6.3,23.12,89.56,0.92,Pune Division,603,10,0,0.75,-1.7,Normal,0.075,Low
20250918,Parbhani,3.02,4.2,26.15,87.06,0.91,Marathwada,295,2,0,0.7,-1.2,Normal,0.0812,Low
20250325,Dhule,0.0,4.1,31.49,12.87,0.12,Nashik Division,285,4,0,0.62,-1.54,Normal,0.0454,Low
20250717,Mumbai Suburban,2.21,9.2,26.68,89.74,0.96,Konkan,20980,3,1,0.8,-1.48,Normal,0.0836,Low
20250408,Hingoli,0.0,5.4,33.12,17.7,0.26,Marathwada,244,3,0,0.68,-1.3,Normal,0.0544,Low
20250315,Palghar,0.04,14.6,27.99,73.66,0.34,Konkan,362,8,1,0.7,-1.78,Normal,0.052,Low
20251011,Raigad,0.0,7.0,25.8,77.21,0.91,Konkan,368,12,1,0.75,-1.49,Normal,0.0778,Low
20251017,Sangli,0.11,11.2,23.47,81.22,0.83,Pune Division,329,5,0,0.65,-1.36,Normal,0.0709,Low
20250320,Ahmednagar,0.0,7.1,29.61,20.05,0.13,Nashik Division,266,4,0,0.68,-1.69,Normal,0.0435,Low
20251007,Bhandara,1.97,4.3,25.83,85.48,0.94,Vidarbha,294,2,0,0.68,-1.6,Normal,0.0813,Low
20250404,Aurangabad,0.05,5.8,30.49,31.32,0.27,Marathwada,366,3,0,0.72,-1.36,Normal,0.0517,Low
20250629,Pune,10.78,20.8,23.56,92.38,0.92,Pune Division,603,10,0,0.75,-1.11,Normal,0.0862,Low
20250317,Kolhapur,0.0,6.5,29.43,44.89,0.14,Pune Division,504,12,0,0.75,-1.63,Normal,0.0438,Low
20251005,Ratnagiri,0.72,8.2,26.48,84.16,0.84,Konkan,197,18,1,0.8,-1.74,Normal,0.0758,Low
20250728,Mumbai City,16.23,20.0,26.02,89.98,0.98,Konkan,19652,2,1,0.85,-0.89,Normal,0.0978,Low
20251006,Satara,1.97,6.0,22.65,91.04,0.91,Pune Division,287,15,0,0.7,-1.42,Normal,0.0758,Low
20250921,Mumbai Suburban,10.63,6.4,26.25,90.97,0.97,Konkan,20980,3,1,0.8,-1.35,Normal,0.0919,Low
20250704,Parbhani,4.99,15.0,26.84,77.33,0.76,Marathwada,295,2,0,0.7,-1.28,Normal,0.0765,Low
20250512,Raigad,2.13,6.8,30.02,67.03,0.6,Konkan,368,12,1,0.75,-1.28,Normal,0.0697,Low
20250726,Nanded,26.03,19.0,24.97,88.78,0.9,Marathwada,319,3,0,0.72,-1.33,Normal,0.1022,Low
20250817,Mumbai City,60.78,12.4,26.08,93.43,0.99,Konkan,19652,2,1,0.85,0.51,Normal,0.1429,Low
20251022,Buldhana,2.3,5.9,24.56,86.5,0.79,Vidarbha,268,3,0,0.68,-1.42,Normal,0.0725,Low
20251020,Buldhana,0.0,7.3,23.36,81.68,0.77,Vidarbha,268,3,0,0.68,-1.41,Normal,0.0677,Low
20250708,Palghar,8.82,24.5,28.25,85.24,0.95,Konkan,362,8,1,0.7,-1.32,Normal,0.0916,Low
20251022,Amravati,0.42,7.1,24.91,86.01,0.79,Vidarbha,237,4,0,0.68,-1.52,Normal,0.0711,Low
20250825,Nashik,16.91,18.3,22.99,93.08,0.96,Nashik Division,393,8,0,0.7,-1.29,Normal,0.0936,Low
20250314,Sangli,0.0,6.7,29.54,42.19,0.15,Pune Division,329,5,0,0.65,-1.75,Normal,0.0444,Low
20250428,Bhandara,2.91,9.6,33.56,31.56,0.35,Vidarbha,294,2,0,0.68,-1.4,Normal,0.0624,Low
20250716,Yavatmal,2.54,7.8,28.32,79.98,0.8,Vidarbha,204,4,0,0.72,-1.68,Normal,0.0779,Low
20251007,Aurangabad,0.05,6.7,23.72,81.19,0.81,Marathwada,366,3,0,0.72,-1.54,Normal,0.0702,Low
20250419,Satara,0.0,10.3,30.33,50.41,0.17,Pune Division,287,15,0,0.7,-1.31,Normal,0.0464,Low
20250624,Osmanabad,2.03,22.6,26.29,74.01,0.68,Marathwada,219,3,0,0.75,-1.38,Normal,0.0689,Low
20250903,Raigad,8.27,11.6,25.79,91.25,0.97,Konkan,368,12,1,0.75,-0.98,Normal,0.089,Low
20250917,Osmanabad,11.89,5.1,25.1,85.7,0.93,Marathwada,219,3,0,0.75,-0.97,Normal,0.0898,Low
20250515,Nashik,0.52,5.3,27.54,72.79,0.61,Nashik Division,393,8,0,0.7,-1.22,Normal,0.0654,Low
20250410,Ahmednagar,0.0,9.6,32.03,19.55,0.15,Nashik Division,266,4,0,0.68,-1.7,Normal,0.0475,Low
20250327,Parbhani,0.0,5.1,31.16,19.1,0.15,Marathwada,295,2,0,0.7,-1.62,Normal,0.0465,Low
20250804,Jalna,0.03,9.1,27.51,72.72,0.68,Marathwada,254,2,0,0.7,-1.32,Normal,0.0684,Low
20250519,Satara,24.96,7.7,25.94,86.15,0.61,Pune Division,287,15,0,0.7,-1.28,Normal,0.0879,Low
20250513,Jalgaon,6.0,10.2,31.53,55.21,0.52,Nashik Division,360,3,0,0.65,-1.39,Normal,0.0714,Low
20250706,Akola,9.25,14.9,26.18,82.87,0.82,Vidarbha,320,2,0,0.65,-1.06,Normal,0.083,Low
20251025,Jalna,6.28,7.9,23.76,85.94,0.78,Marathwada,254,2,0,0.7,-1.69,Normal,0.075,Low
20250708,Nashik,8.72,17.3,23.78,92.66,0.96,Nashik Division,393,8,0,0.7,-1.02,Normal,0.0864,Low
20250908,Nanded,11.55,6.8,25.77,83.8,0.92,Marathwada,319,3,0,0.72,-1.48,Normal,0.0898,Low
20251030,Yavatmal,16.82,10.5,25.18,91.61,0.91,Vidarbha,204,4,0,0.72,-1.06,Normal,0.0938,Low
20250321,Buldhana,0.0,8.0,28.5,20.56,0.14,Vidarbha,268,3,0,0.68,-1.8,Normal,0.0426,Low
20251006,Gondia,14.16,4.9,25.1,87.72,0.95,Vidarbha,253,5,0,0.7,-1.25,Normal,0.093,Low
20250425,Sindhudurg,4.36,7.4,29.68,65.71,0.47,Konkan,167,20,1,0.75,-1.21,Normal,0.065,Low
20251021,Osmanabad,0.54,8.2,23.91,84.65,0.85,Marathwada,219,3,0,0.75,-1.52,Normal,0.0729,Low
20250906,Nandurbar,15.58,10.1,24.98,92.56,0.9,Nashik Division,277,10,0,0.72,-0.98,Normal,0.0918,Low
20250324,Thane,0.1,6.5,30.72,46.84,0.2,Konkan,1157,5,1,0.75,-1.67,Normal,0.0485,Low
20250607,Jalgaon,1.06,11.0,31.46,56.65,0.59,Nashik Division,360,3,0,0.65,-1.85,Normal,0.0699,Low
20251028,Kolhapur,1.14,7.7,22.92,89.68,0.85,Pune Division,504,12,0,0.75,-1.19,Normal,0.0723,Low
20250410,Nashik,0.0,10.7,30.47,28.23,0.18,Nashik Division,393,8,0,0.7,-1.45,Normal,0.0471,Low
20250725,Buldhana,10.22,13.6,26.08,83.43,0.81,Vidarbha,268,3,0,0.68,-1.08,Normal,0.0833,Low
20250920,Palghar,6.6,10.3,27.42,84.27,0.93,Konkan,362,8,1,0.7,-1.19,Normal,0.0874,Low
20250622,Hingoli,0.42,18.6,28.71,66.28,0.62,Marathwada,244,3,0,0.68,-1.51,Normal,0.0673,Low
20250423,Akola,0.0,10.0,35.4,11.22,0.16,Vidarbha,320,2,0,0.65,-1.7,Normal,0.0522,Low
20250912,Osmanabad,12.25,9.0,23.49,88.63,0.92,Marathwada,219,3,0,0.75,-1.09,Normal,0.0876,Low
20250904,Nanded,4.15,11.4,25.13,86.45,0.92,Marathwada,319,3,0,0.72,-1.3,Normal,0.0816,Low
20250526,Jalna,1.95,8.2,28.15,75.59,0.72,Marathwada,254,2,0,0.7,-1.34,Normal,0.0731,Low
20250331,Buldhana,0.0,6.1,32.45,16.96,0.13,Vidarbha,268,3,0,0.68,-1.35,Normal,0.0471,Low
20251029,Latur,22.29,7.3,24.01,91.2,0.93,Marathwada,343,2,0,0.75,-1.05,Normal,0.0988,Low
20250712,Palghar,8.95,20.2,28.1,85.23,0.93,Konkan,362,8,1,0.7,-1.14,Normal,0.0906,Low
20250618,Amravati,0.94,16.1,29.64,68.01,0.61,Vidarbha,237,4,0,0.68,-1.54,Normal,0.0685,Low
20250721,Washim,9.93,8.4,27.52,77.08,0.78,Vidarbha,244,3,0,0.65,-0.93,Normal,0.0833,Low
20250925,Raigad,2.27,5.4,25.72,86.65,0.95,Konkan,368,12,1,0.75,-1.3,Normal,0.0819,Low
20250310,Gondia,0.0,6.5,27.19,19.57,0.14,Vidarbha,253,5,0,0.7,-1.76,Normal,0.041,Low
20250831,Mumbai City,12.1,11.1,26.32,91.56,0.96,Konkan,19652,2,1,0.85,-1.07,Normal,0.093,Low
20251024,Nashik,0.66,10.6,24.21,86.07,0.84,Nashik Division,393,8,0,0.7,-1.36,Normal,0.0729,Low
20250313,Gadchiroli,0.0,4.6,31.43,20.66,0.14,Vidarbha,74,8,0,0.85,-1.29,Normal,0.0463,Low
20251017,Latur,0.0,6.8,23.21,85.85,0.88,Marathwada,343,2,0,0.75,-1.62,Normal,0.073,Low
20250307,Latur,0.0,6.6,26.36,8.8,0.14,Marathwada,343,2,0,0.75,-1.61,Normal,0.04,Low
20251015,Solapur,1.15,9.6,25.21,81.53,0.83,Pune Division,290,2,0,0.7,-1.49,Normal,0.0742,Low
20250620,Nanded,0.17,17.9,29.15,67.35,0.66,Marathwada,319,3,0,0.72,-1.48,Normal,0.0696,Low
20250814,Ahmednagar,11.14,11.1,25.25,80.14,0.73,Nashik Division,266,4,0,0.68,-1.29,Normal,0.0792,Low
20250915,Thane,74.47,9.9,25.76,93.73,0.98,Konkan,1157,5,1,0.75,-0.2,Normal,0.1557,Low
20250620,Ratnagiri,10.09,23.4,28.49,85.35,0.8,Konkan,197,18,1,0.8,-1.36,Normal,0.0857,Low
20251005,Bhandara,10.81,4.4,25.32,91.25,0.95,Vidarbha,294,2,0,0.68,-1.27,Normal,0.09,Low
20250527,Latur,20.25,8.8,27.6,78.93,0.8,Marathwada,343,2,0,0.75,-1.3,Normal,0.0948,Low
20251031,Gadchiroli,1.08,6.6,25.71,88.55,0.88,Vidarbha,74,8,0,0.85,-1.02,Normal,0.0772,Low
20250918,Mumbai City,18.85,6.5,26.38,90.55,0.97,Konkan,19652,2,1,0.85,-0.88,Normal,0.1003,Low
20250604,Nashik,4.41,11.4,25.49,81.0,0.76,Nashik Division,393,8,0,0.7,-1.23,Normal,0.0743,Low
20250927,Nandurbar,7.45,9.7,26.46,82.2,0.79,Nashik Division,277,10,0,0.72,-1.05,Normal,0.08,Low
